Ticker,Nome,Settore,Tipo,Valuta,MarketCap,PE_Trailing,PE_Forward,PEG,PriceToBook,EV_EBITDA,EBITDA,ProfitMargin,ROE,ROA,DebtToEquity,DividendYield,Beta,High52w,Low52w,EPS,RevenueGrowth,LastUpdated
META,"Meta Platforms, Inc.",Communication Services,EQUITY,USD,1650860490752.0,24.407911,18.536509,0.86,6.321011,15.253,109654999040.0,0.29834998,0.29848,0.14591,42.997,0.33,1.243,790.8,520.26,26.55,0.28,2026-09-11 23:59 UTC
MMYT,MakeMyTrip Limited,Consumer Cyclical,EQUITY,USD,4711398400.0,217.78261,20.177402,5.39,-69.9581,31.457,175546000.0,0.03227,28.68745,0.029930001,,,0.997,103.24,32.67,0.23,0.062,2026-09-11 23:59 UTC
MPWR,"Monolithic Power Systems, Inc.",Technology,EQUITY,USD,60665065472.0,75.40989,35.401066,0.9,15.573049,59.258,1000281984.0,0.24500999,0.21979,0.13573,0.486,0.67,1.664,1714.09,830.0,16.37,0.476,2026-09-11 23:59 UTC
MRK,"Merck & Company, Inc.",Healthcare,EQUITY,USD,355100000256.0,116.07257,15.070352,2.87,8.473448,13.988,28871000064.0,0.047659997,0.06961,0.11868,128.408,2.3,0.226,156.92,77.58,1.24,0.051,2026-09-11 23:59 UTC
MRNA,"Moderna, Inc.",Healthcare,EQUITY,USD,57477992448.0,,-32.215767,,8.496312,-24.431,-2195000064.0,-1.41427,-0.38998002,-0.13256,19.036,,1.106,176.66,22.28,-7.98,0.021,2026-09-11 23:59 UTC
MS,Morgan Stanley,Financial Services,EQUITY,USD,336698015744.0,17.31664,15.714278,1.89,3.1619003,,,0.25897,0.17969999,0.01345,517.282,2.16,1.207,232.25,151.84,12.38,0.28,2026-09-11 23:59 UTC
MSFT,Microsoft Corporation,Technology,EQUITY,USD,3680323239936.0,27.580969,21.025343,1.6,8.320827,19.093,194237005824.0,0.40305,0.34039003,0.14088,29.118,0.74,1.108,553.72,349.2,17.97,0.177,2026-09-11 23:59 UTC
MU,"Micron Technology, Inc.",Technology,EQUITY,USD,1101452017664.0,22.024843,6.259504,0.14,10.93157,15.852,68222001152.0,0.55906,0.66638,0.3487,6.33,0.05,2.222,1255.0,153.21,44.28,3.457,2026-09-11 23:59 UTC
NEE,"NextEra Energy, Inc.",Utilities,EQUITY,USD,171696865280.0,18.49663,18.729208,1.67,3.0053306,19.894,14593000448.0,0.32401,0.11677,0.024430001,161.676,3.02,0.644,98.75,69.37,4.45,0.124,2026-09-11 23:59 UTC
NET,"Cloudflare, Inc.",Technology,EQUITY,USD,109149110272.0,,182.87852,2.38,67.33963,-30059.742,-3610000.0,-0.082100004,-0.14425999,-0.02037,217.858,,1.664,332.22,158.83,-0.59,0.359,2026-09-11 23:59 UTC
NKE,"Nike, Inc.",Consumer Cyclical,EQUITY,USD,54592753664.0,17.52381,16.061943,1.45,3.671189,11.485,4928999936.0,0.066989996,0.22138001,0.06971,74.289,4.48,1.11,76.97,36.55,2.1,-0.011,2026-09-11 23:59 UTC
NOC,Northrop Grumman Corporation,Industrials,EQUITY,USD,73726443520.0,16.501429,17.048965,3.41,4.1224737,12.195,7255000064.0,0.104820006,0.26958,0.07148,95.348,1.9,-0.11,774.0,479.02,31.45,0.051,2026-09-11 23:59 UTC
NOW,"ServiceNow, Inc.",Technology,EQUITY,USD,137017729024.0,82.831245,26.476824,0.94,10.947464,48.119,2896999936.0,0.11336,0.14244,0.04249,67.538,,0.972,194.726,81.24,1.6,0.24,2026-09-11 23:59 UTC
NU,Nu Holdings Ltd.,Financial Services,EQUITY,USD,70624665600.0,20.027397,12.754412,0.69,5.329931,,,0.42728,0.31628,0.049629997,,,0.94,18.98,11.2,0.73,0.521,2026-09-11 23:59 UTC
NVDA,NVIDIA Corporation,Technology,EQUITY,USD,5271048421376.0,27.631645,14.022135,0.59,23.019087,26.007,201266003968.0,0.63663,1.17211,0.53572,16.971,0.46,2.217,236.54,164.27,7.9,1.059,2026-09-11 23:59 UTC
NVO,Novo Nordisk A/S,Healthcare,EQUITY,USD,190323097600.0,10.556373,12.631524,3.11,5.5617175,1.67,173677002752.0,0.35347,0.59815,0.18729,63.327,4.03,0.344,64.16,35.12,4.08,0.021,2026-09-11 23:59 UTC
OKTA,"Okta, Inc.",Technology,EQUITY,USD,29107685376.0,100.30121,38.026897,1.43,4.174292,86.192,321000000.0,0.09632,0.043130003,0.01579,0.76,,0.789,179.44,62.66,1.66,0.106,2026-09-11 23:59 UTC
ON,ON Semiconductor Corporation,Technology,EQUITY,USD,29642719232.0,49.764706,16.808838,0.16,4.106132,13.485,2089900032.0,0.10168,0.08312,0.0675,65.055,,1.997,134.92,44.56,1.53,0.092,2026-09-11 23:59 UTC
ORCL,Oracle Corporation,Technology,EQUITY,USD,432877174784.0,23.55486,13.672855,0.91,11.52454,19.072,30493999104.0,0.25368,0.53376,0.06505,388.87,1.24,1.732,329.5,114.5,6.38,0.206,2026-09-11 23:59 UTC
PANW,"Palo Alto Networks, Inc.",Technology,EQUITY,USD,269479739392.0,287.52173,67.77184,1.71,9.826151,144.852,1860999936.0,0.02674,0.01739,0.01746,9.094,,0.908,398.88,139.57,1.15,0.344,2026-09-11 23:59 UTC
PATH,"UiPath, Inc.",Technology,EQUITY,USD,7165886976.0,20.522388,14.930397,0.5,3.6764705,32.292,184616992.0,0.21031,0.20027,0.03664,4.093,,1.023,19.84,9.2,0.67,0.134,2026-09-11 23:59 UTC
PBR,Petroleo Brasileiro S.A. Petrob,Energy,EQUITY,USD,136620572672.0,5.3535357,5.3177214,5.99,1.4452399,1.858,243035996160.0,0.24317,0.30274,0.10073,76.067,7.86,-0.213,22.24,11.43,3.96,0.423,2026-09-11 23:59 UTC
PEG,Public Service Enterprise Group,Utilities,EQUITY,USD,36080627712.0,18.007463,15.493042,3.4,2.0803516,13.581,4463000064.0,0.16041,0.11835,0.03238,142.409,3.7,0.519,87.63,72.08,4.02,-0.089,2026-09-11 23:59 UTC
PEP,"Pepsico, Inc.",Consumer Defensive,EQUITY,USD,186213122048.0,17.866318,15.188198,1.4,8.426779,12.11,18882000896.0,0.10785,0.51508,0.08931,238.949,4.33,0.361,171.48,133.73,7.63,0.064,2026-09-11 23:59 UTC
PFE,"Pfizer, Inc.",Healthcare,EQUITY,USD,157994942464.0,36.473682,9.568519,2.72,1.8544286,8.26,25383000064.0,0.06804,0.05014,0.05784,74.253,6.22,0.299,29.21,23.58,0.76,0.026,2026-09-11 23:59 UTC
PG,Procter & Gamble Company (The),Consumer Defensive,EQUITY,USD,337414619136.0,21.944109,19.631613,3.65,6.330675,14.695,24752001024.0,0.18437,0.30290002,0.107209995,64.49,3.05,0.377,167.25,137.62,6.62,0.015,2026-09-11 23:59 UTC
PH,Parker-Hannifin Corporation,Industrials,EQUITY,USD,119774085120.0,33.341404,24.265608,3.18,7.77876,22.602,5664000000.0,0.16968,0.25076,0.09787,56.66,0.86,1.123,1099.94,715.37,28.5,0.098,2026-09-11 23:59 UTC
PLTR,Palantir Technologies Inc.,Technology,EQUITY,USD,401863442432.0,141.72034,71.89689,1.63,41.108654,146.278,2662629888.0,0.49005002,0.38097,0.17292999,2.139,,1.621,207.52,106.37,1.18,0.928,2026-09-11 23:59 UTC
QCOM,QUALCOMM Incorporated,Technology,EQUITY,USD,194354970624.0,20.772831,17.842451,0.75,6.954179,16.508,11998999552.0,0.21013,0.33754003,0.11612,55.21,2.08,1.679,259.92,121.99,8.76,-0.04,2026-09-11 23:59 UTC
RDY,Dr. Reddy's Laboratories Ltd,Healthcare,EQUITY,USD,9912559616.0,28.333334,18.231705,1.56,14.627666,0.956,54671998976.0,0.09996,0.088369995,0.040149998,18.605,0.71,0.242,15.67,11.36,0.42,-0.056,2026-09-11 23:59 UTC
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,EQUITY,USD,80458293248.0,19.353392,12.89056,1.14,2.4722013,15.467,4702400000.0,0.27865,0.14043,0.06526,8.535,0.47,0.193,859.34,541.0,40.38,0.167,2026-09-11 23:59 UTC
RIO,Rio Tinto Plc,Basic Materials,EQUITY,USD,162570878976.0,13.544715,11.555895,5.69,2.4826148,7.948,22911000576.0,0.19584998,0.19312,0.08106,31.872,4.68,0.664,112.58,61.72,7.38,0.155,2026-09-11 23:59 UTC
ROK,"Rockwell Automation, Inc.",Industrials,EQUITY,USD,47668649984.0,40.18668,28.852493,1.88,13.615243,24.239,2092000000.0,0.13385001,0.30629,0.0999,103.347,1.31,1.515,497.36,332.71,10.66,0.079,2026-09-11 23:59 UTC
RTX,RTX Corporation,Industrials,EQUITY,USD,266424811520.0,34.74165,25.16338,2.3,4.013807,18.795,15895000064.0,0.08276,0.12274,0.04212,57.02,1.47,0.287,226.88,155.64,5.69,0.145,2026-09-11 23:59 UTC
SBUX,Starbucks Corporation,Consumer Cyclical,EQUITY,USD,112563601408.0,57.07514,31.634052,1.27,-14.665083,23.291,5642299904.0,0.05172,,0.08022001,,2.5,0.965,110.51,77.99,1.73,-0.014,2026-09-11 23:59 UTC
SCHW,Charles Schwab Corporation (The,Financial Services,EQUITY,USD,185471254528.0,19.5,13.742353,0.9,4.218621,,,0.38793,0.20273,0.020680001,151.106,1.19,0.753,114.53,83.96,5.5,0.209,2026-09-11 23:59 UTC
SEA,U.S. Global Sea to Sky Cargo ET,,ETF,USD,,9.134431,-155.15616,,,,,,,,,4.85,,20.389,13.37,,,2026-09-11 23:59 UTC
SHEL,Shell PLC,Energy,EQUITY,USD,276837367808.0,10.704646,9.266219,1.57,1.4909712,5.381,57605001216.0,0.08756,0.14341,0.06395,40.2,3.27,-0.22,96.99,68.625,9.04,0.447,2026-09-11 23:59 UTC
SLB,SLB Limited,Energy,EQUITY,USD,83201073152.0,27.346342,17.330551,1.48,3.191029,12.606,7383000064.0,0.08527,0.12909001,0.06172,47.002,2.11,0.774,60.46,31.64,2.05,0.05,2026-09-11 23:59 UTC
SNOW,Snowflake Inc.,Technology,EQUITY,USD,116067672064.0,,109.50017,8.33,53.941628,-112.287,-1036284992.0,-0.20071,-0.48063,-0.090220004,128.57,,1.328,384.56,118.3,-3.17,0.351,2026-09-11 23:59 UTC
SNPS,"Synopsys, Inc.",Technology,EQUITY,USD,76152569856.0,69.47203,22.673883,2.11,2.4441068,40.157,2075485952.0,0.11432999,0.03661,0.01353,34.804,,1.227,539.48,366.0,5.72,0.424,2026-09-11 23:59 UTC
SO,Southern Company (The),Utilities,EQUITY,USD,100277141504.0,21.004818,17.701971,2.09,2.534159,12.425,14257999872.0,0.15435,0.114829995,0.03271,182.058,3.46,0.316,100.84,83.8,4.15,0.001,2026-09-11 23:59 UTC
